Freq.	I(D1)
3.64753946925577e+002	(-1.44985218673183e+002dB,9.35791971118492e+000°)
3.65594791613094e+002	(-1.44984688107473e+002dB,9.37910841068173e+000°)
3.66437574647802e+002	(-1.44984155131056e+002dB,9.40034332402198e+000°)
3.67282300498054e+002	(-1.44983619792993e+002dB,9.42162460532548e+000°)
3.68128973642500e+002	(-1.44983082023382e+002dB,9.44295227886209e+000°)
3.68977598570119e+002	(-1.44982541841462e+002dB,9.46432646656908e+000°)
3.69828179780235e+002	(-1.44981999236703e+002dB,9.48574725796152e+000°)
3.70680721782545e+002	(-1.44981454198528e+002dB,9.50721474264754e+000°)
3.71535229097141e+002	(-1.44980906716319e+002dB,9.52872901032726e+000°)
3.72391706254537e+002	(-1.44980356779413e+002dB,9.55029015079167e+000°)
3.73250157795689e+002	(-1.44979804377104e+002dB,9.57189825392150e+000°)
3.74110588272022e+002	(-1.44979249468944e+002dB,9.59355337657507e+000°)
3.74973002245452e+002	(-1.44978692103538e+002dB,9.61525567495920e+000°)
3.75837404288412e+002	(-1.44978132210656e+002dB,9.63700517294655e+000°)
3.76703798983877e+002	(-1.44977569809113e+002dB,9.65880199385218e+000°)
3.77572190925384e+002	(-1.44977004917664e+002dB,9.68064626141211e+000°)
3.78442584717061e+002	(-1.44976437465969e+002dB,9.70253799929353e+000°)
3.79314984973650e+002	(-1.44975867472697e+002dB,9.72447733134844e+000°)
3.80189396320529e+002	(-1.44975294926788e+002dB,9.74646434811000e+000°)
3.81065823393741e+002	(-1.44974719787465e+002dB,9.76849910661877e+000°)
3.81944270840014e+002	(-1.44974142102917e+002dB,9.79058176482736e+000°)
3.82824743316790e+002	(-1.44973561832274e+002dB,9.81271238002834e+000°)
3.83707245492246e+002	(-1.44972978934639e+002dB,9.83489100917761e+000°)
3.84591782045321e+002	(-1.44972393458036e+002dB,9.85711781106173e+000°)
3.85478357665739e+002	(-1.44971805331825e+002dB,9.87939280882308e+000°)
3.86366977054036e+002	(-1.44971214574279e+002dB,9.90171612755543e+000°)
3.87257644921584e+002	(-1.44970621173972e+002dB,9.92408785851201e+000°)
3.88150365990615e+002	(-1.44970025119430e+002dB,9.94650809296793e+000°)
3.89045144994247e+002	(-1.44969426399134e+002dB,9.96897692233831e+000°)
3.89941986676510e+002	(-1.44968825001517e+002dB,9.99149443810538e+000°)
3.90840895792369e+002	(-1.44968220885343e+002dB,1.00140606972894e+001°)
3.91741877107750e+002	(-1.44967614098200e+002dB,1.00366758604841e+001°)
3.92644935399566e+002	(-1.44967004569139e+002dB,1.00593399503302e+001°)
3.93550075455744e+002	(-1.44966392345638e+002dB,1.00820531278219e+001°)
3.94457302075245e+002	(-1.44965777356670e+002dB,1.01048154154232e+001°)
3.95366620068094e+002	(-1.44965159619999e+002dB,1.01276269397650e+001°)
3.96278034255406e+002	(-1.44964539123727e+002dB,1.01504877928108e+001°)
3.97191549469406e+002	(-1.44963915855908e+002dB,1.01733980666530e+001°)
3.98107170553463e+002	(-1.44963289804547e+002dB,1.01963578534630e+001°)
3.99024902362108e+002	(-1.44962660928018e+002dB,1.02193672102612e+001°)
3.99944749761063e+002	(-1.44962029273402e+002dB,1.02424262996607e+001°)
4.00866717627268e+002	(-1.44961394769395e+002dB,1.02655351435763e+001°)
4.01790810848905e+002	(-1.44960757462966e+002dB,1.02886939050029e+001°)
4.02717034325424e+002	(-1.44960117282728e+002dB,1.03119026057689e+001°)
4.03645392967570e+002	(-1.44959474245971e+002dB,1.03351613737555e+001°)
4.04575891697408e+002	(-1.44958828340360e+002dB,1.03584703015801e+001°)
4.05508535448349e+002	(-1.44958179553508e+002dB,1.03818294819763e+001°)
4.06443329165178e+002	(-1.44957527872980e+002dB,1.04052390077686e+001°)
4.07380277804078e+002	(-1.44956873256748e+002dB,1.04286989358343e+001°)
4.08319386332657e+002	(-1.44956215751371e+002dB,1.04522094308149e+001°)
4.09260659729976e+002	(-1.44955555285178e+002dB,1.04757705138384e+001°)
4.10204102986571e+002	(-1.44954891875077e+002dB,1.04993823138537e+001°)
4.11149721104487e+002	(-1.44954225537914e+002dB,1.05230449600603e+001°)
4.12097519097295e+002	(-1.44953556201891e+002dB,1.05467584733731e+001°)
4.13047501990126e+002	(-1.44952883883754e+002dB,1.05705229831248e+001°)
4.13999674819695e+002	(-1.44952208541151e+002dB,1.05943385461403e+001°)
4.14954042634327e+002	(-1.44951530220224e+002dB,1.06182053285809e+001°)
4.15910610493986e+002	(-1.44950848878516e+002dB,1.06421233874564e+001°)
4.16869383470299e+002	(-1.44950164473534e+002dB,1.06660927795859e+001°)
4.17830366646586e+002	(-1.44949477021743e+002dB,1.06901136350031e+001°)
4.18793565117882e+002	(-1.44948786539541e+002dB,1.07141860840329e+001°)
4.19758983990971e+002	(-1.44948092954794e+002dB,1.07383101468013e+001°)
4.20726628384408e+002	(-1.44947396283797e+002dB,1.07624859537178e+001°)
4.21696503428546e+002	(-1.44946696483824e+002dB,1.07867135614166e+001°)
4.22668614265566e+002	(-1.44945993600526e+002dB,1.08109931377688e+001°)
4.23642966049504e+002	(-1.44945287591067e+002dB,1.08353247396182e+001°)
4.24619563946276e+002	(-1.44944578412577e+002dB,1.08597084235536e+001°)
4.25598413133706e+002	(-1.44943866081063e+002dB,1.08841443206306e+001°)
4.26579518801556e+002	(-1.44943150612462e+002dB,1.09086325623309e+001°)
4.27562886151549e+002	(-1.44942431934297e+002dB,1.09331731678290e+001°)
4.28548520397402e+002	(-1.44941710062403e+002dB,1.09577662686177e+001°)
4.29536426764850e+002	(-1.44940984953666e+002dB,1.09824119211046e+001°)
4.30526610491673e+002	(-1.44940256682669e+002dB,1.10071103325304e+001°)
4.31519076827728e+002	(-1.44939525147316e+002dB,1.10318614840890e+001°)
4.32513831034971e+002	(-1.44938790333784e+002dB,1.10566654697844e+001°)
4.33510878387491e+002	(-1.44938052257615e+002dB,1.10815224216742e+001°)
4.34510224171533e+002	(-1.44937310904861e+002dB,1.11064324341232e+001°)
4.35511873685530e+002	(-1.44936566261521e+002dB,1.11313956015414e+001°)
4.36515832240128e+002	(-1.44935818313540e+002dB,1.11564120183110e+001°)
4.37522105158214e+002	(-1.44935067046806e+002dB,1.11814817789514e+001°)
4.38530697774947e+002	(-1.44934312447154e+002dB,1.12066049779507e+001°)
4.39541615437786e+002	(-1.44933554470975e+002dB,1.12317816713648e+001°)
4.40554863506515e+002	(-1.44932793133390e+002dB,1.12570119920884e+001°)
4.41570447353274e+002	(-1.44932028449442e+002dB,1.12822960734263e+001°)
4.42588372362588e+002	(-1.44931260345986e+002dB,1.13076339327748e+001°)
4.43608643931394e+002	(-1.44930488837957e+002dB,1.13330257033983e+001°)
4.44631267469070e+002	(-1.44929713881495e+002dB,1.13584714411315e+001°)
4.45656248397464e+002	(-1.44928935520772e+002dB,1.13839713184028e+001°)
4.46683592150924e+002	(-1.44928153711806e+002dB,1.14095253911843e+001°)
4.47713304176323e+002	(-1.44927368410581e+002dB,1.14351337151655e+001°)
4.48745389933093e+002	(-1.44926579631729e+002dB,1.14607964241078e+001°)
4.49779854893248e+002	(-1.44925787360464e+002dB,1.14865136129229e+001°)
4.50816704541420e+002	(-1.44924991581944e+002dB,1.15122853764946e+001°)
4.51855944374882e+002	(-1.44924192281273e+002dB,1.15381118097245e+001°)
4.52897579903581e+002	(-1.44923389443493e+002dB,1.15639930075301e+001°)
4.53941616650163e+002	(-1.44922583024278e+002dB,1.15899290252343e+001°)
4.54988060150008e+002	(-1.44921773037881e+002dB,1.16159199973156e+001°)
4.56036915951256e+002	(-1.44920959498472e+002dB,1.16419660585752e+001°)
4.57088189614835e+002	(-1.44920142332256e+002dB,1.16680672244825e+001°)
4.58141886714493e+002	(-1.44919321553293e+002dB,1.16942236298405e+001°)
4.59198012836828e+002	(-1.44918497116993e+002dB,1.17204353295690e+001°)
4.60256573581315e+002	(-1.44917669066569e+002dB,1.17467024988325e+001°)
4.61317574560339e+002	(-1.44916837357306e+002dB,1.17730251927809e+001°)
4.62381021399219e+002	(-1.44916001944456e+002dB,1.17994034661064e+001°)
4.63446919736247e+002	(-1.44915162841757e+002dB,1.18258374540860e+001°)
4.64515275222708e+002	(-1.44914320033608e+002dB,1.18523272519011e+001°)
4.65586093522918e+002	(-1.44913473504350e+002dB,1.18788729546553e+001°)
4.66659380314247e+002	(-1.44912623238262e+002dB,1.19054746574913e+001°)
4.67735141287157e+002	(-1.44911769190327e+002dB,1.19321324147818e+001°)
4.68813382145224e+002	(-1.44910911403188e+002dB,1.19588464031497e+001°)
4.69894108605174e+002	(-1.44910049802473e+002dB,1.19856166361426e+001°)
4.70977326396911e+002	(-1.44909184401462e+002dB,1.20124432496319e+001°)
4.72063041263548e+002	(-1.44908315184131e+002dB,1.20393263388759e+001°)
4.73151258961438e+002	(-1.44907442134400e+002dB,1.20662659990187e+001°)
4.74241985260202e+002	(-1.44906565206921e+002dB,1.20932622839287e+001°)
4.75335225942763e+002	(-1.44905684443906e+002dB,1.21203153712403e+001°)
4.76430986805373e+002	(-1.44904799770687e+002dB,1.21474252734782e+001°)
4.77529273657648e+002	(-1.44903911200140e+002dB,1.21745921271257e+001°)
4.78630092322595e+002	(-1.44903018715878e+002dB,1.22018160272886e+001°)
4.79733448636646e+002	(-1.44902122301451e+002dB,1.22290970691575e+001°)
4.80839348449685e+002	(-1.44901221940345e+002dB,1.22564353478651e+001°)
4.81947797625084e+002	(-1.44900317586824e+002dB,1.22838309166907e+001°)
4.83058802039729e+002	(-1.44899409282584e+002dB,1.23112839543778e+001°)
4.84172367584056e+002	(-1.44898496952604e+002dB,1.23387944722450e+001°)
4.85288500162077e+002	(-1.44897580609288e+002dB,1.23663626072463e+001°)
4.86407205691418e+002	(-1.44896660235807e+002dB,1.23939884545208e+001°)
4.87528490103342e+002	(-1.44895735815277e+002dB,1.24216721090900e+001°)
4.88652359342790e+002	(-1.44894807330747e+002dB,1.24494136659964e+001°)
4.89778819368402e+002	(-1.44893874736081e+002dB,1.24772131778439e+001°)
4.90907876152559e+002	(-1.44892938043336e+002dB,1.25050707818969e+001°)
4.92039535681406e+002	(-1.44891997235368e+002dB,1.25329865732004e+001°)
4.93173803954891e+002	(-1.44891052294972e+002dB,1.25609606467651e+001°)
4.94310686986791e+002	(-1.44890103204880e+002dB,1.25889930974710e+001°)
4.95450190804745e+002	(-1.44889149918671e+002dB,1.26170839773029e+001°)
4.96592321450291e+002	(-1.44888192477129e+002dB,1.26452334670115e+001°)
4.97737084978891e+002	(-1.44887230804620e+002dB,1.26734415754571e+001°)
4.98884487459967e+002	(-1.44886264912707e+002dB,1.27017084404404e+001°)
5.00034534976933e+002	(-1.44885294754733e+002dB,1.27300341135018e+001°)
5.01187233627227e+002	(-1.44884320371178e+002dB,1.27584187758278e+001°)
5.02342589522341e+002	(-1.44883341686197e+002dB,1.27868624355506e+001°)
5.03500608787859e+002	(-1.44882358740110e+002dB,1.28153652742032e+001°)
5.04661297563482e+002	(-1.44881371456968e+002dB,1.28439272994915e+001°)
5.05824662003068e+002	(-1.44880379847905e+002dB,1.28725486494794e+001°)
5.06990708274658e+002	(-1.44879383865915e+002dB,1.29012293748282e+001°)
5.08159442560514e+002	(-1.44878383550994e+002dB,1.29299696578796e+001°)
5.09330871057149e+002	(-1.44877378826991e+002dB,1.29587695051748e+001°)
5.10504999975360e+002	(-1.44876369704745e+002dB,1.29876290551121e+001°)
5.11681835540261e+002	(-1.44875356166006e+002dB,1.30165484020737e+001°)
5.12861383991318e+002	(-1.44874338192458e+002dB,1.30455276404147e+001°)
5.14043651582379e+002	(-1.44873315765714e+002dB,1.30745668645544e+001°)
5.15228644581709e+002	(-1.44872288838352e+002dB,1.31036661242021e+001°)
5.16416369272024e+002	(-1.44871257420844e+002dB,1.31328255578319e+001°)
5.17606831950520e+002	(-1.44870221523566e+002dB,1.31620453043424e+001°)
5.18800038928913e+002	(-1.44869181040980e+002dB,1.31913253237974e+001°)
5.19995996533468e+002	(-1.44868136041251e+002dB,1.32206658442725e+001°)
5.21194711105033e+002	(-1.44867086476631e+002dB,1.32500669150506e+001°)
5.22396188999072e+002	(-1.44866032299328e+002dB,1.32795285850913e+001°)
5.23600436585702e+002	(-1.44864973519368e+002dB,1.33090509930240e+001°)
5.24807460249724e+002	(-1.44863910117758e+002dB,1.33386342327062e+001°)
5.26017266390658e+002	(-1.44862842075438e+002dB,1.33682783978482e+001°)
5.27229861422774e+002	(-1.44861769344372e+002dB,1.33979835366859e+001°)
5.28445251775132e+002	(-1.44860691934280e+002dB,1.34277497881378e+001°)
5.29663443891609e+002	(-1.44859609825900e+002dB,1.34575772455967e+001°)
5.30884444230939e+002	(-1.44858522999892e+002dB,1.34874660025772e+001°)
5.32108259266745e+002	(-1.44857431436850e+002dB,1.35174161524803e+001°)
5.33334895487572e+002	(-1.44856335117300e+002dB,1.35474277885915e+001°)
5.34564359396922e+002	(-1.44855233992838e+002dB,1.35775009580970e+001°)
5.35796657513292e+002	(-1.44854128072721e+002dB,1.36076358000663e+001°)
5.37031796370203e+002	(-1.44853017337268e+002dB,1.36378324074671e+001°)
5.38269782516238e+002	(-1.44851901795568e+002dB,1.36680909194506e+001°)
5.39510622515078e+002	(-1.44850781341270e+002dB,1.36984112903101e+001°)
5.40754322945531e+002	(-1.44849656041004e+002dB,1.37287937515092e+001°)
5.42000890401573e+002	(-1.44848525817145e+002dB,1.37592383030075e+001°)
5.43250331492383e+002	(-1.44847390678488e+002dB,1.37897450838428e+001°)
5.44502652842370e+002	(-1.44846250576129e+002dB,1.38203141396312e+001°)
5.45757861091220e+002	(-1.44845105547497e+002dB,1.38509456563832e+001°)
5.47015962893921e+002	(-1.44843955514748e+002dB,1.38816396327785e+001°)
5.48276964920803e+002	(-1.44842800486367e+002dB,1.39123962077518e+001°)
5.49540873857573e+002	(-1.44841640441957e+002dB,1.39432154735804e+001°)
5.50807696405352e+002	(-1.44840475332294e+002dB,1.39740974749860e+001°)
5.52077439280706e+002	(-1.44839305194379e+002dB,1.40050423982733e+001°)
5.53350109215685e+002	(-1.44838129950086e+002dB,1.40360502406746e+001°)
5.54625712957859e+002	(-1.44836949607495e+002dB,1.40671211412839e+001°)
5.55904257270352e+002	(-1.44835764145860e+002dB,1.40982551915826e+001°)
5.57185748931878e+002	(-1.44834573458185e+002dB,1.41294523398812e+001°)
5.58470194736778e+002	(-1.44833377695941e+002dB,1.41607129637330e+001°)
5.59757601495058e+002	(-1.44832176723253e+002dB,1.41920369635951e+001°)
5.61047976032418e+002	(-1.44830970547807e+002dB,1.42234244782835e+001°)
5.62341325190296e+002	(-1.44829759119794e+002dB,1.42548755507886e+001°)
5.63637655825901e+002	(-1.44828542475423e+002dB,1.42863903680815e+001°)
5.64936974812249e+002	(-1.44827320536055e+002dB,1.43179689246478e+001°)
5.66239289038200e+002	(-1.44826093309048e+002dB,1.43496113592812e+001°)
5.67544605408494e+002	(-1.44824860772999e+002dB,1.43813177624519e+001°)
5.68852930843788e+002	(-1.44823622877769e+002dB,1.44130881760464e+001°)
5.70164272280694e+002	(-1.44822379659121e+002dB,1.44449227873807e+001°)
5.71478636671813e+002	(-1.44821131038126e+002dB,1.44768215893645e+001°)
5.72796030985775e+002	(-1.44819877021738e+002dB,1.45087847204808e+001°)
5.74116462207273e+002	(-1.44818617559559e+002dB,1.45408122216955e+001°)
5.75439937337103e+002	(-1.44817352686985e+002dB,1.45729042805701e+001°)
5.76766463392196e+002	(-1.44816082324861e+002dB,1.46050608886299e+001°)
5.78096047405663e+002	(-1.44814806479805e+002dB,1.46372821842791e+001°)
5.79428696426826e+002	(-1.44813525101160e+002dB,1.46695682073739e+001°)
5.80764417521257e+002	(-1.44812238223953e+002dB,1.47019191458154e+001°)
5.82103217770816e+002	(-1.44810945768798e+002dB,1.47343349896450e+001°)
5.83445104273689e+002	(-1.44809647741982e+002dB,1.47668158770951e+001°)
5.84790084144425e+002	(-1.44808344149679e+002dB,1.47993619466575e+001°)
5.86138164513973e+002	(-1.44807034883788e+002dB,1.48319731374578e+001°)
5.87489352529721e+002	(-1.44805719978899e+002dB,1.48646496372632e+001°)
5.88843655355533e+002	(-1.44804399412417e+002dB,1.48973915341881e+001°)
5.90201080171788e+002	(-1.44803073161658e+002dB,1.49301989163800e+001°)
5.91561634175418e+002	(-1.44801741203877e+002dB,1.49630718715571e+001°)
5.92925324579943e+002	(-1.44800403487739e+002dB,1.49960104371499e+001°)
5.94292158615516e+002	(-1.44799060018860e+002dB,1.50290147507647e+001°)
5.95662143528953e+002	(-1.44797710774255e+002dB,1.50620848998680e+001°)
5.97035286583780e+002	(-1.44796355702398e+002dB,1.50952209208222e+001°)
5.98411595060262e+002	(-1.44794994837108e+002dB,1.51284230019346e+001°)
5.99791076255452e+002	(-1.44793628098237e+002dB,1.51616911285529e+001°)
6.01173737483221e+002	(-1.44792255462522e+002dB,1.51950253870617e+001°)
6.02559586074300e+002	(-1.44790876963507e+002dB,1.52284259656147e+001°)
6.03948629376322e+002	(-1.44789492520862e+002dB,1.52618928485048e+001°)
6.05340874753856e+002	(-1.44788102139518e+002dB,1.52954261727431e+001°)
6.06736329588447e+002	(-1.44786705795877e+002dB,1.53290260242316e+001°)
6.08135001278660e+002	(-1.44785303437868e+002dB,1.53626924371149e+001°)
6.09536897240111e+002	(-1.44783895098551e+002dB,1.53964255997486e+001°)
6.10942024905513e+002	(-1.44782480697304e+002dB,1.54302254943971e+001°)
6.12350391724715e+002	(-1.44781060210254e+002dB,1.54640922057253e+001°)
6.13762005164735e+002	(-1.44779633670172e+002dB,1.54980259220905e+001°)
6.15176872709809e+002	(-1.44778200996259e+002dB,1.55320266245231e+001°)
6.16595001861423e+002	(-1.44776762192749e+002dB,1.55660944492794e+001°)
6.18016400138357e+002	(-1.44775317207092e+002dB,1.56002294283389e+001°)
6.19441075076722e+002	(-1.44773866071674e+002dB,1.56344317500161e+001°)
6.20869034230004e+002	(-1.44772408705459e+002dB,1.56687013936451e+001°)
6.22300285169100e+002	(-1.44770945112333e+002dB,1.57030384949565e+001°)
6.23734835482359e+002	(-1.44769475239466e+002dB,1.57374430847965e+001°)
6.25172692775625e+002	(-1.44767999090567e+002dB,1.57719152986353e+001°)
6.26613864672275e+002	(-1.44766516640953e+002dB,1.58064552193558e+001°)
6.28058358813257e+002	(-1.44765027865854e+002dB,1.58410629296903e+001°)
6.29506182857137e+002	(-1.44763532740426e+002dB,1.58757385120802e+001°)
6.30957344480132e+002	(-1.44762031239748e+002dB,1.59104820486723e+001°)
6.32411851376158e+002	(-1.44760523282336e+002dB,1.59452935150516e+001°)
6.33869711256866e+002	(-1.44759008927861e+002dB,1.59801731522135e+001°)
6.35330931851682e+002	(-1.44757488094687e+002dB,1.60151209352133e+001°)
6.36795520907854e+002	(-1.44755960785818e+002dB,1.60501369984341e+001°)
6.38263486190487e+002	(-1.44754426975935e+002dB,1.60852214228601e+001°)
6.39734835482586e+002	(-1.44752886639637e+002dB,1.61203742892501e+001°)
6.41209576585099e+002	(-1.44751339723266e+002dB,1.61555956242845e+001°)
6.42687717316957e+002	(-1.44749786229466e+002dB,1.61908855617641e+001°)
6.44169265515115e+002	(-1.44748226104441e+002dB,1.62262441275541e+001°)
6.45654229034593e+002	(-1.44746659350649e+002dB,1.62616714553240e+001°)
6.47142615748520e+002	(-1.44745085942297e+002dB,1.62971676244684e+001°)
6.48634433548175e+002	(-1.44743505853507e+002dB,1.63327327141344e+001°)
6.50129690343027e+002	(-1.44741919058325e+002dB,1.63683668031726e+001°)
6.51628394060779e+002	(-1.44740325502603e+002dB,1.64040699156830e+001°)
6.53130552647409e+002	(-1.44738725160254e+002dB,1.64398421297301e+001°)
6.54636174067211e+002	(-1.44737118061291e+002dB,1.64756836325738e+001°)
6.56145266302841e+002	(-1.44735504123248e+002dB,1.65115943925768e+001°)
6.57657837355356e+002	(-1.44733883347867e+002dB,1.65475745419212e+001°)
6.59173895244257e+002	(-1.44732255708711e+002dB,1.65836241577779e+001°)
6.60693448007531e+002	(-1.44730621151213e+002dB,1.66197432619083e+001°)
6.62216503701697e+002	(-1.44728979676841e+002dB,1.66559319859771e+001°)
6.63743070401844e+002	(-1.44727331258920e+002dB,1.66921904062184e+001°)
6.65273156201676e+002	(-1.44725675842674e+002dB,1.67285185431706e+001°)
6.66806769213557e+002	(-1.44724013429297e+002dB,1.67649165279019e+001°)
6.68343917568549e+002	(-1.44722343991868e+002dB,1.68013844358549e+001°)
6.69884609416461e+002	(-1.44720667503386e+002dB,1.68379223421251e+001°)
6.71428852925886e+002	(-1.44718983908798e+002dB,1.68745302655338e+001°)
6.72976656284252e+002	(-1.44717293208931e+002dB,1.69112083363606e+001°)
6.74528027697856e+002	(-1.44715595348591e+002dB,1.69479565726335e+001°)
6.76082975391915e+002	(-1.44713890356364e+002dB,1.69847751604153e+001°)
6.77641507610608e+002	(-1.44712178121029e+002dB,1.70216640043604e+001°)
6.79203632617118e+002	(-1.44710458698913e+002dB,1.70586233465866e+001°)
6.80769358693674e+002	(-1.44708732006603e+002dB,1.70956531470607e+001°)
6.82338694141602e+002	(-1.44706998044380e+002dB,1.71327535347176e+001°)
6.83911647281362e+002	(-1.44705256756627e+002dB,1.71699245249718e+001°)
6.85488226452594e+002	(-1.44703508171314e+002dB,1.72071663031858e+001°)
6.87068440014164e+002	(-1.44701752176929e+002dB,1.72444787701475e+001°)
6.88652296344208e+002	(-1.44699988829114e+002dB,1.72818621678743e+001°)
6.90239803840174e+002	(-1.44698218044110e+002dB,1.73193164528824e+001°)
6.91830970918868e+002	(-1.44696439821634e+002dB,1.73568417528439e+001°)
6.93425806016501e+002	(-1.44694654105655e+002dB,1.73944380804083e+001°)
6.95024317588728e+002	(-1.44692860923519e+002dB,1.74321056201434e+001°)
6.96626514110700e+002	(-1.44691060163435e+002dB,1.74698442687203e+001°)
6.98232404077102e+002	(-1.44689251880349e+002dB,1.75076542680088e+001°)
6.99841996002204e+002	(-1.44687435990150e+002dB,1.75455355711421e+001°)
7.01455298419902e+002	(-1.44685612492001e+002dB,1.75834883042485e+001°)
7.03072319883764e+002	(-1.44683781329458e+002dB,1.76215124770143e+001°)
7.04693068967077e+002	(-1.44681942501500e+002dB,1.76596082150054e+001°)
7.06317554262892e+002	(-1.44680095979256e+002dB,1.76977755854761e+001°)
7.07945784384068e+002	(-1.44678241761495e+002dB,1.77360147135634e+001°)
7.09577767963318e+002	(-1.44676379736053e+002dB,1.77743254903753e+001°)
7.11213513653258e+002	(-1.44674509901571e+002dB,1.78127080400635e+001°)
7.12853030126449e+002	(-1.44672632284247e+002dB,1.78511625454167e+001°)
7.14496326075442e+002	(-1.44670746799445e+002dB,1.78896889542595e+001°)
7.16143410212831e+002	(-1.44668853417842e+002dB,1.79282873311808e+001°)
7.17794291271290e+002	(-1.44666952137678e+002dB,1.79669577993745e+001°)
7.19448978003628e+002	(-1.44665042929438e+002dB,1.80057004228568e+001°)
7.21107479182828e+002	(-1.44663125763521e+002dB,1.80445152652981e+001°)
7.22769803602098e+002	(-1.44661200582642e+002dB,1.80834023305653e+001°)
7.24435960074918e+002	(-1.44659267384670e+002dB,1.81223617405869e+001°)
7.26105957435082e+002	(-1.44657326112183e+002dB,1.81613934981604e+001°)
7.27779804536751e+002	(-1.44655376762860e+002dB,1.82004977247110e+001°)
7.29457510254496e+002	(-1.44653419306695e+002dB,1.82396744817986e+001°)
7.31139083483344e+002	(-1.44651453686063e+002dB,1.82789237705157e+001°)
7.32824533138831e+002	(-1.44649479898361e+002dB,1.83182457114111e+001°)
7.34513868157041e+002	(-1.44647497913343e+002dB,1.83576403646899e+001°)
7.36207097494662e+002	(-1.44645507673180e+002dB,1.83971077297873e+001°)
7.37904230129027e+002	(-1.44643509174986e+002dB,1.84366479262917e+001°)
7.39605275058163e+002	(-1.44641502360795e+002dB,1.84762609525398e+001°)
7.41310241300843e+002	(-1.44639487227539e+002dB,1.85159469273688e+001°)
7.43019137896627e+002	(-1.44637463772016e+002dB,1.85557059696121e+001°)
7.44731973905914e+002	(-1.44635431881143e+002dB,1.85955379544227e+001°)
7.46448758409991e+002	(-1.44633391579031e+002dB,1.86354430603718e+001°)
7.48169500511079e+002	(-1.44631342807374e+002dB,1.86754212829695e+001°)
7.49894209332380e+002	(-1.44629285562637e+002dB,1.87154727393180e+001°)
7.51622894018130e+002	(-1.44627219813769e+002dB,1.87555974850633e+001°)
7.53355563733641e+002	(-1.44625145502257e+002dB,1.87957955140954e+001°)
7.55092227665358e+002	(-1.44623062624291e+002dB,1.88360669423337e+001°)
7.56832895020898e+002	(-1.44620971121221e+002dB,1.88764117625202e+001°)
7.58577575029107e+002	(-1.44618870989050e+002dB,1.89168300898215e+001°)
7.60326276940105e+002	(-1.44616762196326e+002dB,1.89573219775415e+001°)
7.62079010025335e+002	(-1.44614644684196e+002dB,1.89978874166429e+001°)
7.63835783577613e+002	(-1.44612518448388e+002dB,1.90385265211290e+001°)
7.65596606911179e+002	(-1.44610383457204e+002dB,1.90792393428773e+001°)
7.67361489361741e+002	(-1.44608239651602e+002dB,1.91200258708962e+001°)
7.69130440286532e+002	(-1.44606086999769e+002dB,1.91608861556482e+001°)
7.70903469064352e+002	(-1.44603925497049e+002dB,1.92018203097842e+001°)
7.72680585095624e+002	(-1.44601755111434e+002dB,1.92428283830525e+001°)
7.74461797802440e+002	(-1.44599575783616e+002dB,1.92839103619500e+001°)
7.76247116628613e+002	(-1.44597387508665e+002dB,1.93250663578662e+001°)
7.78036551039725e+002	(-1.44595190281513e+002dB,1.93662964821444e+001°)
7.79830110523180e+002	(-1.44592983988276e+002dB,1.94076005933613e+001°)
7.81627804588250e+002	(-1.44590768623787e+002dB,1.94489788013076e+001°)
7.83429642766132e+002	(-1.44588544209891e+002dB,1.94904312790420e+001°)
7.85235634609992e+002	(-1.44586310632586e+002dB,1.95319578826258e+001°)
7.87045789695019e+002	(-1.44584067940664e+002dB,1.95735588477455e+001°)
7.88860117618474e+002	(-1.44581816047153e+002dB,1.96152340923999e+001°)
7.90678627999745e+002	(-1.44579554919299e+002dB,1.96569836606694e+001°)
7.92501330480391e+002	(-1.44577284551336e+002dB,1.96988076602111e+001°)
7.94328234724200e+002	(-1.44575004910311e+002dB,1.97407061343224e+001°)
7.96159350417237e+002	(-1.44572715936144e+002dB,1.97826790617159e+001°)
7.97994687267895e+002	(-1.44570417595766e+002dB,1.98247264842914e+001°)
7.99834255006947e+002	(-1.44568109910062e+002dB,1.98668485722701e+001°)
8.01678063387597e+002	(-1.44565792764721e+002dB,1.99090451734991e+001°)
8.03526122185535e+002	(-1.44563466207442e+002dB,1.99513165218519e+001°)
8.05378441198984e+002	(-1.44561130150823e+002dB,1.99936625280468e+001°)
8.07235030248755e+002	(-1.44558784561406e+002dB,2.00360832311911e+001°)
8.09095899178299e+002	(-1.44556429432603e+002dB,2.00785787347763e+001°)
8.10961057853758e+002	(-1.44554064730771e+002dB,2.01211490769097e+001°)
8.12830516164016e+002	(-1.44551690395262e+002dB,2.01637942301282e+001°)
8.14704284020756e+002	(-1.44549306419221e+002dB,2.02065142963605e+001°)
8.16582371358508e+002	(-1.44546912741883e+002dB,2.02493092466727e+001°)
8.18464788134706e+002	(-1.44544509356209e+002dB,2.02921791820569e+001°)
8.20351544329734e+002	(-1.44542096201311e+002dB,2.03351240721314e+001°)
8.22242649946986e+002	(-1.44539673269977e+002dB,2.03781440168021e+001°)
8.24138115012917e+002	(-1.44537240501193e+002dB,2.04212389843059e+001°)
8.26037949577094e+002	(-1.44534797860752e+002dB,2.04644090076181e+001°)
8.27942163712249e+002	(-1.44532345367960e+002dB,2.05076542513933e+001°)
8.29850767514337e+002	(-1.44529882908029e+002dB,2.05509745493453e+001°)
