Freq.	V(vd)
3.49945167028328e+002	(-4.97385171382158e-003dB,-5.18885743895521e-003°)
3.50751873952539e+002	(-4.97385187823131e-003dB,-5.20081899063865e-003°)
3.51560440528269e+002	(-4.97385204340041e-003dB,-5.21280811654605e-003°)
3.52370871042458e+002	(-4.97385220933079e-003dB,-5.22482488024256e-003°)
3.53183169791927e+002	(-4.97385237602729e-003dB,-5.23686934543985e-003°)
3.53997341083405e+002	(-4.97385254349570e-003dB,-5.24894157599647e-003°)
3.54813389233546e+002	(-4.97385271173407e-003dB,-5.26104163591819e-003°)
3.55631318568956e+002	(-4.97385288075015e-003dB,-5.27316958935832e-003°)
3.56451133426214e+002	(-4.97385305054680e-003dB,-5.28532550061805e-003°)
3.57272838151899e+002	(-4.97385322112694e-003dB,-5.29750943414681e-003°)
3.58096437102606e+002	(-4.97385339249732e-003dB,-5.30972145454260e-003°)
3.58921934644975e+002	(-4.97385356465311e-003dB,-5.32196162655233e-003°)
3.59749335155712e+002	(-4.97385373760589e-003dB,-5.33423001507217e-003°)
3.60578643021612e+002	(-4.97385391135759e-003dB,-5.34652668514789e-003°)
3.61409862639583e+002	(-4.97385408591207e-003dB,-5.35885170197520e-003°)
3.62242998416668e+002	(-4.97385426127126e-003dB,-5.37120513090012e-003°)
3.63078054770071e+002	(-4.97385443743902e-003dB,-5.38358703741929e-003°)
3.63915036127177e+002	(-4.97385461442114e-003dB,-5.39599748718034e-003°)
3.64753946925577e+002	(-4.97385479222051e-003dB,-5.40843654598223e-003°)
3.65594791613094e+002	(-4.97385497083810e-003dB,-5.42090427977561e-003°)
3.66437574647802e+002	(-4.97385515028356e-003dB,-5.43340075466317e-003°)
3.67282300498054e+002	(-4.97385533055592e-003dB,-5.44592603689995e-003°)
3.68128973642500e+002	(-4.97385551165904e-003dB,-5.45848019289377e-003°)
3.68977598570119e+002	(-4.97385569360064e-003dB,-5.47106328920549e-003°)
3.69828179780235e+002	(-4.97385587637976e-003dB,-5.48367539254943e-003°)
3.70680721782545e+002	(-4.97385606000314e-003dB,-5.49631656979372e-003°)
3.71535229097141e+002	(-4.97385624447466e-003dB,-5.50898688796059e-003°)
3.72391706254537e+002	(-4.97385642979720e-003dB,-5.52168641422683e-003°)
3.73250157795689e+002	(-4.97385661597559e-003dB,-5.53441521592404e-003°)
3.74110588272022e+002	(-4.97385680301272e-003dB,-5.54717336053906e-003°)
3.74973002245452e+002	(-4.97385699091342e-003dB,-5.55996091571430e-003°)
3.75837404288412e+002	(-4.97385717968251e-003dB,-5.57277794924810e-003°)
3.76703798983877e+002	(-4.97385736932289e-003dB,-5.58562452909508e-003°)
3.77572190925384e+002	(-4.97385755983551e-003dB,-5.59850072336654e-003°)
3.78442584717061e+002	(-4.97385775123101e-003dB,-5.61140660033076e-003°)
3.79314984973650e+002	(-4.97385794350744e-003dB,-5.62434222841342e-003°)
3.80189396320529e+002	(-4.97385813667252e-003dB,-5.63730767619792e-003°)
3.81065823393741e+002	(-4.97385833072915e-003dB,-5.65030301242577e-003°)
3.81944270840014e+002	(-4.97385852568119e-003dB,-5.66332830599694e-003°)
3.82824743316790e+002	(-4.97385872153347e-003dB,-5.67638362597024e-003°)
3.83707245492246e+002	(-4.97385891828983e-003dB,-5.68946904156367e-003°)
3.84591782045321e+002	(-4.97385911595415e-003dB,-5.70258462215480e-003°)
3.85478357665739e+002	(-4.97385931453028e-003dB,-5.71573043728112e-003°)
3.86366977054036e+002	(-4.97385951402691e-003dB,-5.72890655664044e-003°)
3.87257644921584e+002	(-4.97385971444017e-003dB,-5.74211305009120e-003°)
3.88150365990615e+002	(-4.97385991577875e-003dB,-5.75534998765294e-003°)
3.89045144994247e+002	(-4.97386011804747e-003dB,-5.76861743950656e-003°)
3.89941986676510e+002	(-4.97386032124827e-003dB,-5.78191547599477e-003°)
3.90840895792369e+002	(-4.97386052539079e-003dB,-5.79524416762243e-003°)
3.91741877107750e+002	(-4.97386073047214e-003dB,-5.80860358505693e-003°)
3.92644935399566e+002	(-4.97386093650004e-003dB,-5.82199379912856e-003°)
3.93550075455744e+002	(-4.97386114348220e-003dB,-5.83541488083090e-003°)
3.94457302075245e+002	(-4.97386135141863e-003dB,-5.84886690132119e-003°)
3.95366620068094e+002	(-4.97386156031222e-003dB,-5.86234993192069e-003°)
3.96278034255406e+002	(-4.97386177017165e-003dB,-5.87586404411508e-003°)
3.97191549469406e+002	(-4.97386198099886e-003dB,-5.88940930955484e-003°)
3.98107170553463e+002	(-4.97386219279963e-003dB,-5.90298580005560e-003°)
3.99024902362108e+002	(-4.97386240557976e-003dB,-5.91659358759856e-003°)
3.99944749761063e+002	(-4.97386261934117e-003dB,-5.93023274433085e-003°)
4.00866717627268e+002	(-4.97386283408868e-003dB,-5.94390334256592e-003°)
4.01790810848905e+002	(-4.97386304982809e-003dB,-5.95760545478391e-003°)
4.02717034325424e+002	(-4.97386326656133e-003dB,-5.97133915363205e-003°)
4.03645392967570e+002	(-4.97386348429708e-003dB,-5.98510451192503e-003°)
4.04575891697408e+002	(-4.97386370303823e-003dB,-5.99890160264541e-003°)
4.05508535448349e+002	(-4.97386392278672e-003dB,-6.01273049894399e-003°)
4.06443329165178e+002	(-4.97386414355316e-003dB,-6.02659127414019e-003°)
4.07380277804078e+002	(-4.97386436533368e-003dB,-6.04048400172245e-003°)
4.08319386332657e+002	(-4.97386458814277e-003dB,-6.05440875534863e-003°)
4.09260659729976e+002	(-4.97386481197752e-003dB,-6.06836560884638e-003°)
4.10204102986571e+002	(-4.97386503684663e-003dB,-6.08235463621353e-003°)
4.11149721104487e+002	(-4.97386526275201e-003dB,-6.09637591161851e-003°)
4.12097519097295e+002	(-4.97386548970140e-003dB,-6.11042950940072e-003°)
4.13047501990126e+002	(-4.97386571769864e-003dB,-6.12451550407094e-003°)
4.13999674819695e+002	(-4.97386594674664e-003dB,-6.13863397031169e-003°)
4.14954042634327e+002	(-4.97386617685408e-003dB,-6.15278498297768e-003°)
4.15910610493986e+002	(-4.97386640802192e-003dB,-6.16696861709615e-003°)
4.16869383470299e+002	(-4.97386664025788e-003dB,-6.18118494786731e-003°)
4.17830366646586e+002	(-4.97386687356486e-003dB,-6.19543405066473e-003°)
4.18793565117882e+002	(-4.97386710794961e-003dB,-6.20971600103573e-003°)
4.19758983990971e+002	(-4.97386734341503e-003dB,-6.22403087470178e-003°)
4.20726628384408e+002	(-4.97386757996883e-003dB,-6.23837874755890e-003°)
4.21696503428546e+002	(-4.97386781761294e-003dB,-6.25275969567808e-003°)
4.22668614265566e+002	(-4.97386805635412e-003dB,-6.26717379530567e-003°)
4.23642966049504e+002	(-4.97386829619913e-003dB,-6.28162112286379e-003°)
4.24619563946276e+002	(-4.97386853714989e-003dB,-6.29610175495072e-003°)
4.25598413133706e+002	(-4.97386877921315e-003dB,-6.31061576834131e-003°)
4.26579518801556e+002	(-4.97386902239375e-003dB,-6.32516323998743e-003°)
4.27562886151549e+002	(-4.97386926669650e-003dB,-6.33974424701831e-003°)
4.28548520397402e+002	(-4.97386951212719e-003dB,-6.35435886674098e-003°)
4.29536426764850e+002	(-4.97386975868969e-003dB,-6.36900717664070e-003°)
4.30526610491673e+002	(-4.97387000639074e-003dB,-6.38368925438134e-003°)
4.31519076827728e+002	(-4.97387025523615e-003dB,-6.39840517780581e-003°)
4.32513831034971e+002	(-4.97387050523072e-003dB,-6.41315502493646e-003°)
4.33510878387491e+002	(-4.97387075637737e-003dB,-6.42793887397552e-003°)
4.34510224171533e+002	(-4.97387100868476e-003dB,-6.44275680330545e-003°)
4.35511873685530e+002	(-4.97387126215387e-003dB,-6.45760889148944e-003°)
4.36515832240128e+002	(-4.97387151679724e-003dB,-6.47249521727179e-003°)
4.37522105158214e+002	(-4.97387177261293e-003dB,-6.48741585957829e-003°)
4.38530697774947e+002	(-4.97387202960964e-003dB,-6.50237089751670e-003°)
4.39541615437786e+002	(-4.97387228779412e-003dB,-6.51736041037713e-003°)
4.40554863506515e+002	(-4.97387254716926e-003dB,-6.53238447763248e-003°)
4.41570447353274e+002	(-4.97387280774181e-003dB,-6.54744317893885e-003°)
4.42588372362588e+002	(-4.97387306951660e-003dB,-6.56253659413597e-003°)
4.43608643931394e+002	(-4.97387333250039e-003dB,-6.57766480324762e-003°)
4.44631267469070e+002	(-4.97387359669800e-003dB,-6.59282788648203e-003°)
4.45656248397464e+002	(-4.97387386211425e-003dB,-6.60802592423238e-003°)
4.46683592150924e+002	(-4.97387412875686e-003dB,-6.62325899707712e-003°)
4.47713304176323e+002	(-4.97387439662970e-003dB,-6.63852718578048e-003°)
4.48745389933093e+002	(-4.97387466574047e-003dB,-6.65383057129288e-003°)
4.49779854893248e+002	(-4.97387493609015e-003dB,-6.66916923475133e-003°)
4.50816704541420e+002	(-4.97387520769032e-003dB,-6.68454325747989e-003°)
4.51855944374882e+002	(-4.97387548054290e-003dB,-6.69995272099009e-003°)
4.52897579903581e+002	(-4.97387575465561e-003dB,-6.71539770698136e-003°)
4.53941616650163e+002	(-4.97387603003232e-003dB,-6.73087829734147e-003°)
4.54988060150008e+002	(-4.97387630668170e-003dB,-6.74639457414696e-003°)
4.56036915951256e+002	(-4.97387658460665e-003dB,-6.76194661966357e-003°)
4.57088189614835e+002	(-4.97387686381489e-003dB,-6.77753451634670e-003°)
4.58141886714493e+002	(-4.97387714431221e-003dB,-6.79315834684181e-003°)
4.59198012836828e+002	(-4.97387742610441e-003dB,-6.80881819398489e-003°)
4.60256573581315e+002	(-4.97387770919629e-003dB,-6.82451414080288e-003°)
4.61317574560339e+002	(-4.97387799359655e-003dB,-6.84024627051411e-003°)
4.62381021399219e+002	(-4.97387827930712e-003dB,-6.85601466652876e-003°)
4.63446919736247e+002	(-4.97387856633764e-003dB,-6.87181941244929e-003°)
4.64515275222708e+002	(-4.97387885469584e-003dB,-6.88766059207088e-003°)
4.65586093522918e+002	(-4.97387914438172e-003dB,-6.90353828938188e-003°)
4.66659380314247e+002	(-4.97387943540588e-003dB,-6.91945258856424e-003°)
4.67735141287157e+002	(-4.97387972777219e-003dB,-6.93540357399399e-003°)
4.68813382145224e+002	(-4.97388002149029e-003dB,-6.95139133024165e-003°)
4.69894108605174e+002	(-4.97388031656213e-003dB,-6.96741594207271e-003°)
4.70977326396911e+002	(-4.97388061299540e-003dB,-6.98347749444805e-003°)
4.72063041263548e+002	(-4.97388091079881e-003dB,-6.99957607252441e-003°)
4.73151258961438e+002	(-4.97388120997524e-003dB,-7.01571176165485e-003°)
4.74241985260202e+002	(-4.97388151053531e-003dB,-7.03188464738918e-003°)
4.75335225942763e+002	(-4.97388181247902e-003dB,-7.04809481547439e-003°)
4.76430986805373e+002	(-4.97388211581891e-003dB,-7.06434235185520e-003°)
4.77529273657648e+002	(-4.97388242055691e-003dB,-7.08062734267440e-003°)
4.78630092322595e+002	(-4.97388272670363e-003dB,-7.09694987427339e-003°)
4.79733448636646e+002	(-4.97388303426390e-003dB,-7.11331003319259e-003°)
4.80839348449685e+002	(-4.97388334324255e-003dB,-7.12970790617193e-003°)
4.81947797625084e+002	(-4.97388365364728e-003dB,-7.14614358015129e-003°)
4.83058802039729e+002	(-4.97388396548390e-003dB,-7.16261714227095e-003°)
4.84172367584056e+002	(-4.97388427876109e-003dB,-7.17912867987212e-003°)
4.85288500162077e+002	(-4.97388459348366e-003dB,-7.19567828049728e-003°)
4.86407205691418e+002	(-4.97388490966031e-003dB,-7.21226603189078e-003°)
4.87528490103342e+002	(-4.97388522729586e-003dB,-7.22889202199919e-003°)
4.88652359342790e+002	(-4.97388554639803e-003dB,-7.24555633897187e-003°)
4.89778819368402e+002	(-4.97388586697067e-003dB,-7.26225907116135e-003°)
4.90907876152559e+002	(-4.97388618902537e-003dB,-7.27900030712384e-003°)
4.92039535681406e+002	(-4.97388651256598e-003dB,-7.29578013561969e-003°)
4.93173803954891e+002	(-4.97388683759830e-003dB,-7.31259864561387e-003°)
4.94310686986791e+002	(-4.97388716413293e-003dB,-7.32945592627645e-003°)
4.95450190804745e+002	(-4.97388749217471e-003dB,-7.34635206698302e-003°)
4.96592321450291e+002	(-4.97388782173135e-003dB,-7.36328715731523e-003°)
4.97737084978891e+002	(-4.97388815280863e-003dB,-7.38026128706125e-003°)
4.98884487459967e+002	(-4.97388848541236e-003dB,-7.39727454621619e-003°)
5.00034534976933e+002	(-4.97388881955121e-003dB,-7.41432702498265e-003°)
5.01187233627227e+002	(-4.97388915523484e-003dB,-7.43141881377118e-003°)
5.02342589522341e+002	(-4.97388949246710e-003dB,-7.44855000320071e-003°)
5.03500608787859e+002	(-4.97388983125474e-003dB,-7.46572068409910e-003°)
5.04661297563482e+002	(-4.97389017160742e-003dB,-7.48293094750356e-003°)
5.05824662003068e+002	(-4.97389051352996e-003dB,-7.50018088466121e-003°)
5.06990708274658e+002	(-4.97389085703200e-003dB,-7.51747058702947e-003°)
5.08159442560514e+002	(-4.97389120211935e-003dB,-7.53480014627661e-003°)
5.09330871057149e+002	(-4.97389154879778e-003dB,-7.55216965428222e-003°)
5.10504999975360e+002	(-4.97389189707888e-003dB,-7.56957920313768e-003°)
5.11681835540261e+002	(-4.97389224696650e-003dB,-7.58702888514669e-003°)
5.12861383991318e+002	(-4.97389259846836e-003dB,-7.60451879282569e-003°)
5.14043651582379e+002	(-4.97389295159412e-003dB,-7.62204901890443e-003°)
5.15228644581709e+002	(-4.97389330634956e-003dB,-7.63961965632641e-003°)
5.16416369272024e+002	(-4.97389366274144e-003dB,-7.65723079824939e-003°)
5.17606831950520e+002	(-4.97389402078036e-003dB,-7.67488253804587e-003°)
5.18800038928913e+002	(-4.97389438046923e-003dB,-7.69257496930361e-003°)
5.19995996533468e+002	(-4.97389474181963e-003dB,-7.71030818582610e-003°)
5.21194711105033e+002	(-4.97389510483733e-003dB,-7.72808228163308e-003°)
5.22396188999072e+002	(-4.97389546953297e-003dB,-7.74589735096103e-003°)
5.23600436585702e+002	(-4.97389583590942e-003dB,-7.76375348826364e-003°)
5.24807460249724e+002	(-4.97389620397827e-003dB,-7.78165078821238e-003°)
5.26017266390658e+002	(-4.97389657374435e-003dB,-7.79958934569693e-003°)
5.27229861422774e+002	(-4.97389694521826e-003dB,-7.81756925582572e-003°)
5.28445251775132e+002	(-4.97389731840870e-003dB,-7.83559061392643e-003°)
5.29663443891609e+002	(-4.97389769332048e-003dB,-7.85365351554649e-003°)
5.30884444230939e+002	(-4.97389806996132e-003dB,-7.87175805645360e-003°)
5.32108259266745e+002	(-4.97389844834184e-003dB,-7.88990433263621e-003°)
5.33334895487572e+002	(-4.97389882846880e-003dB,-7.90809244030407e-003°)
5.34564359396922e+002	(-4.97389921034991e-003dB,-7.92632247588868e-003°)
5.35796657513292e+002	(-4.97389959399482e-003dB,-7.94459453604387e-003°)
5.37031796370203e+002	(-4.97389997941028e-003dB,-7.96290871764628e-003°)
5.38269782516238e+002	(-4.97390036660208e-003dB,-7.98126511779585e-003°)
5.39510622515078e+002	(-4.97390075558471e-003dB,-7.99966383381637e-003°)
5.40754322945531e+002	(-4.97390114636008e-003dB,-8.01810496325599e-003°)
5.42000890401573e+002	(-4.97390153894074e-003dB,-8.03658860388773e-003°)
5.43250331492383e+002	(-4.97390193333441e-003dB,-8.05511485370999e-003°)
5.44502652842370e+002	(-4.97390232954494e-003dB,-8.07368381094709e-003°)
5.45757861091220e+002	(-4.97390272758875e-003dB,-8.09229557404978e-003°)
5.47015962893921e+002	(-4.97390312746776e-003dB,-8.11095024169576e-003°)
5.48276964920803e+002	(-4.97390352919356e-003dB,-8.12964791279020e-003°)
5.49540873857573e+002	(-4.97390393276999e-003dB,-8.14838868646628e-003°)
5.50807696405352e+002	(-4.97390433821249e-003dB,-8.16717266208569e-003°)
5.52077439280706e+002	(-4.97390474552687e-003dB,-8.18599993923920e-003°)
5.53350109215685e+002	(-4.97390515471890e-003dB,-8.20487061774713e-003°)
5.54625712957859e+002	(-4.97390556580306e-003dB,-8.22378479765993e-003°)
5.55904257270352e+002	(-4.97390597878225e-003dB,-8.24274257925867e-003°)
5.57185748931878e+002	(-4.97390641352044e-003dB,-8.26174406303674e-003°)
5.58470194736778e+002	(-4.97390683032151e-003dB,-8.28078934977580e-003°)
5.59757601495058e+002	(-4.97390724904752e-003dB,-8.29987854043322e-003°)
5.61047976032418e+002	(-4.97390766970329e-003dB,-8.31901173621798e-003°)
5.62341325190296e+002	(-4.97390809230329e-003dB,-8.33818903857235e-003°)
5.63637655825901e+002	(-4.97390851685235e-003dB,-8.35741054917246e-003°)
5.64936974812249e+002	(-4.97390894336204e-003dB,-8.37667636992884e-003°)
5.66239289038200e+002	(-4.97390937183913e-003dB,-8.39598660298692e-003°)
5.67544605408494e+002	(-4.97390980229518e-003dB,-8.41534135072763e-003°)
5.68852930843788e+002	(-4.97391023473889e-003dB,-8.43474071576789e-003°)
5.70164272280694e+002	(-4.97391066917797e-003dB,-8.45418480096119e-003°)
5.71478636671813e+002	(-4.97391110562207e-003dB,-8.47367370939811e-003°)
5.72796030985775e+002	(-4.97391154407987e-003dB,-8.49320754440689e-003°)
5.74116462207273e+002	(-4.97391198456199e-003dB,-8.51278640955396e-003°)
5.75439937337103e+002	(-4.97391242707711e-003dB,-8.53241040864449e-003°)
5.76766463392196e+002	(-4.97391287163585e-003dB,-8.55207964572296e-003°)
5.78096047405663e+002	(-4.97391331824688e-003dB,-8.57179422507368e-003°)
5.79428696426826e+002	(-4.97391376691890e-003dB,-8.59155425122137e-003°)
5.80764417521257e+002	(-4.97391421766156e-003dB,-8.61135982893171e-003°)
5.82103217770816e+002	(-4.97391467048352e-003dB,-8.63121106321188e-003°)
5.83445104273689e+002	(-4.97391512539735e-003dB,-8.65110805931112e-003°)
5.84790084144425e+002	(-4.97391558240979e-003dB,-8.67105092272132e-003°)
5.86138164513973e+002	(-4.97391604153243e-003dB,-8.69103975917752e-003°)
5.87489352529721e+002	(-4.97391650277587e-003dB,-8.71107467465853e-003°)
5.88843655355533e+002	(-4.97391696614590e-003dB,-8.73115577538745e-003°)
5.90201080171788e+002	(-4.97391743165508e-003dB,-8.75128316783227e-003°)
5.91561634175418e+002	(-4.97391789931207e-003dB,-8.77145695870640e-003°)
5.92925324579943e+002	(-4.97391836913040e-003dB,-8.79167725496924e-003°)
5.94292158615516e+002	(-4.97391884111488e-003dB,-8.81194416382678e-003°)
5.95662143528953e+002	(-4.97391931527903e-003dB,-8.83225779273212e-003°)
5.97035286583780e+002	(-4.97391979163152e-003dB,-8.85261824938608e-003°)
5.98411595060262e+002	(-4.97392027018298e-003dB,-8.87302564173777e-003°)
5.99791076255452e+002	(-4.97392075094497e-003dB,-8.89348007798512e-003°)
6.01173737483221e+002	(-4.97392123392426e-003dB,-8.91398166657549e-003°)
6.02559586074300e+002	(-4.97392171913242e-003dB,-8.93453051620625e-003°)
6.03948629376322e+002	(-4.97392220658007e-003dB,-8.95512673582532e-003°)
6.05340874753856e+002	(-4.97392269627878e-003dB,-8.97577043463180e-003°)
6.06736329588447e+002	(-4.97392318823627e-003dB,-8.99646172207650e-003°)
6.08135001278660e+002	(-4.97392368246606e-003dB,-9.01720070786255e-003°)
6.09536897240111e+002	(-4.97392417897586e-003dB,-9.03798750194595e-003°)
6.10942024905513e+002	(-4.97392467777918e-003dB,-9.05882221453620e-003°)
6.12350391724715e+002	(-4.97392517888277e-003dB,-9.07970495609686e-003°)
6.13762005164735e+002	(-4.97392568230304e-003dB,-9.10063583734611e-003°)
6.15176872709809e+002	(-4.97392618804384e-003dB,-9.12161496925739e-003°)
6.16595001861423e+002	(-4.97392669611965e-003dB,-9.14264246305993e-003°)
6.18016400138357e+002	(-4.97392720654012e-003dB,-9.16371843023939e-003°)
6.19441075076722e+002	(-4.97392771931780e-003dB,-9.18484298253845e-003°)
6.20869034230004e+002	(-4.97392823446039e-003dB,-9.20601623195733e-003°)
6.22300285169100e+002	(-4.97392875198334e-003dB,-9.22723829075448e-003°)
6.23734835482359e+002	(-4.97392927189341e-003dB,-9.24850927144712e-003°)
6.25172692775625e+002	(-4.97392979420506e-003dB,-9.26982928681185e-003°)
6.26613864672275e+002	(-4.97393031892505e-003dB,-9.29119844988525e-003°)
6.28058358813257e+002	(-4.97393084606882e-003dB,-9.31261687396446e-003°)
6.29506182857137e+002	(-4.97393137564505e-003dB,-9.33408467260781e-003°)
6.30957344480132e+002	(-4.97393190766629e-003dB,-9.35560195963542e-003°)
6.32411851376158e+002	(-4.97393244214314e-003dB,-9.37716884912977e-003°)
6.33869711256866e+002	(-4.97393297908430e-003dB,-9.39878545543633e-003°)
6.35330931851682e+002	(-4.97393351850713e-003dB,-9.42045189316419e-003°)
6.36795520907854e+002	(-4.97393406041839e-003dB,-9.44216827718660e-003°)
6.38263486190487e+002	(-4.97393460483254e-003dB,-9.46393472264166e-003°)
6.39734835482586e+002	(-4.97393515175731e-003dB,-9.48575134493285e-003°)
6.41209576585099e+002	(-4.97393570120910e-003dB,-9.50761825972972e-003°)
6.42687717316957e+002	(-4.97393625319563e-003dB,-9.52953558296846e-003°)
6.44169265515115e+002	(-4.97393680772944e-003dB,-9.55150343085248e-003°)
6.45654229034593e+002	(-4.97393736482405e-003dB,-9.57352191985312e-003°)
6.47142615748520e+002	(-4.97393792448909e-003dB,-9.59559116671018e-003°)
6.48634433548175e+002	(-4.97393848673712e-003dB,-9.61771128843260e-003°)
6.50129690343027e+002	(-4.97393905158261e-003dB,-9.63988240229901e-003°)
6.51628394060779e+002	(-4.97393961903423e-003dB,-9.66210462585845e-003°)
6.53130552647409e+002	(-4.97394018910454e-003dB,-9.68437807693090e-003°)
6.54636174067211e+002	(-4.97394076180608e-003dB,-9.70670287360793e-003°)
6.56145266302841e+002	(-4.97394133715138e-003dB,-9.72907913425341e-003°)
6.57657837355356e+002	(-4.97394191515300e-003dB,-9.75150697750398e-003°)
6.59173895244257e+002	(-4.97394249582059e-003dB,-9.77398652226982e-003°)
6.60693448007531e+002	(-4.97394307917054e-003dB,-9.79651788773520e-003°)
6.62216503701697e+002	(-4.97394366521154e-003dB,-9.81910119335917e-003°)
6.63743070401844e+002	(-4.97394425395903e-003dB,-9.84173655887612e-003°)
6.65273156201676e+002	(-4.97394484542265e-003dB,-9.86442410429649e-003°)
6.66806769213557e+002	(-4.97394543961882e-003dB,-9.88716394990735e-003°)
6.68343917568549e+002	(-4.97394603655524e-003dB,-9.90995621627308e-003°)
6.69884609416461e+002	(-4.97394663624640e-003dB,-9.93280102423596e-003°)
6.71428852925886e+002	(-4.97394723870772e-003dB,-9.95569849491687e-003°)
6.72976656284252e+002	(-4.97394784394983e-003dB,-9.97864874971588e-003°)
6.74528027697856e+002	(-4.97394845198430e-003dB,-1.00016519103130e-002°)
6.76082975391915e+002	(-4.97394906282657e-003dB,-1.00247080986685e-002°)
6.77641507610608e+002	(-4.97394967648726e-003dB,-1.00478174370241e-002°)
6.79203632617118e+002	(-4.97395029298083e-003dB,-1.00709800479032e-002°)
6.80769358693674e+002	(-4.97395091231984e-003dB,-1.00941960541116e-002°)
6.82338694141602e+002	(-4.97395153451778e-003dB,-1.01174655787381e-002°)
6.83911647281362e+002	(-4.97395215958817e-003dB,-1.01407887451556e-002°)
6.85488226452594e+002	(-4.97395278754259e-003dB,-1.01641656770209e-002°)
6.87068440014164e+002	(-4.97395341839550e-003dB,-1.01875964982764e-002°)
6.88652296344208e+002	(-4.97395405216139e-003dB,-1.02110813331498e-002°)
6.90239803840174e+002	(-4.97395468885280e-003dB,-1.02346203061554e-002°)
6.91830970918868e+002	(-4.97395532848226e-003dB,-1.02582135420944e-002°)
6.93425806016501e+002	(-4.97395597106522e-003dB,-1.02818611660557e-002°)
6.95024317588728e+002	(-4.97395661661229e-003dB,-1.03055633034168e-002°)
6.96626514110700e+002	(-4.97395726513987e-003dB,-1.03293200798439e-002°)
6.98232404077102e+002	(-4.97395791666148e-003dB,-1.03531316212930e-002°)
6.99841996002204e+002	(-4.97395857119062e-003dB,-1.03769980540106e-002°)
7.01455298419902e+002	(-4.97395922873886e-003dB,-1.04009195045341e-002°)
7.03072319883764e+002	(-4.97395988932359e-003dB,-1.04248960996925e-002°)
7.04693068967077e+002	(-4.97396055295733e-003dB,-1.04489279666075e-002°)
7.06317554262892e+002	(-4.97396121965553e-003dB,-1.04730152326934e-002°)
7.07945784384068e+002	(-4.97396188942977e-003dB,-1.04971580256586e-002°)
7.09577767963318e+002	(-4.97396256229549e-003dB,-1.05213564735057e-002°)
7.11213513653258e+002	(-4.97396323826715e-003dB,-1.05456107045325e-002°)
7.12853030126449e+002	(-4.97396391736020e-003dB,-1.05699208473323e-002°)
7.14496326075442e+002	(-4.97396459958718e-003dB,-1.05942870307952e-002°)
7.16143410212831e+002	(-4.97396528496159e-003dB,-1.06187093841082e-002°)
7.17794291271290e+002	(-4.97396597350082e-003dB,-1.06431880367562e-002°)
7.19448978003628e+002	(-4.97396666521739e-003dB,-1.06677231185224e-002°)
7.21107479182828e+002	(-4.97396736012771e-003dB,-1.06923147594894e-002°)
7.22769803602098e+002	(-4.97396805824627e-003dB,-1.07169630900396e-002°)
7.24435960074918e+002	(-4.97396875958558e-003dB,-1.07416682408560e-002°)
7.26105957435082e+002	(-4.97396946416304e-003dB,-1.07664303429228e-002°)
7.27779804536751e+002	(-4.97397017199118e-003dB,-1.07912495275261e-002°)
7.29457510254496e+002	(-4.97397088308833e-003dB,-1.08161259262547e-002°)
7.31139083483344e+002	(-4.97397159746800e-003dB,-1.08410596710008e-002°)
7.32824533138831e+002	(-4.97397231514466e-003dB,-1.08660508939607e-002°)
7.34513868157041e+002	(-4.97397303613183e-003dB,-1.08910997276351e-002°)
7.36207097494662e+002	(-4.97397376044976e-003dB,-1.09162063048306e-002°)
7.37904230129027e+002	(-4.97397448811004e-003dB,-1.09413707586596e-002°)
7.39605275058163e+002	(-4.97397521912810e-003dB,-1.09665932225416e-002°)
7.41310241300843e+002	(-4.97397595352034e-003dB,-1.09918738302035e-002°)
7.43019137896627e+002	(-4.97397669130414e-003dB,-1.10172127156804e-002°)
7.44731973905914e+002	(-4.97397743249203e-003dB,-1.10426100133168e-002°)
7.46448758409991e+002	(-4.97397817710235e-003dB,-1.10680658577663e-002°)
7.48169500511079e+002	(-4.97397892514957e-003dB,-1.10935803839934e-002°)
7.49894209332380e+002	(-4.97397967664721e-003dB,-1.11191537272735e-002°)
7.51622894018130e+002	(-4.97398043161648e-003dB,-1.11447860231938e-002°)
7.53355563733641e+002	(-4.97398119006897e-003dB,-1.11704774076542e-002°)
7.55092227665358e+002	(-4.97398195202204e-003dB,-1.11962280168679e-002°)
7.56832895020898e+002	(-4.97398271749403e-003dB,-1.12220379873619e-002°)
7.58577575029107e+002	(-4.97398348649651e-003dB,-1.12479074559781e-002°)
7.60326276940105e+002	(-4.97398425905072e-003dB,-1.12738365598739e-002°)
7.62079010025335e+002	(-4.97398503517016e-003dB,-1.12998254365226e-002°)
7.63835783577613e+002	(-4.97398581487123e-003dB,-1.13258742237147e-002°)
7.65596606911179e+002	(-4.97398659817324e-003dB,-1.13519830595582e-002°)
7.67361489361741e+002	(-4.97398738508968e-003dB,-1.13781520824795e-002°)
7.69130440286532e+002	(-4.97398817563986e-003dB,-1.14043814312242e-002°)
7.70903469064352e+002	(-4.97398896983633e-003dB,-1.14306712448576e-002°)
7.72680585095624e+002	(-4.97398976769837e-003dB,-1.14570216627656e-002°)
7.74461797802440e+002	(-4.97399056924528e-003dB,-1.14834328246554e-002°)
7.76247116628613e+002	(-4.97399137449059e-003dB,-1.15099048705565e-002°)
7.78036551039725e+002	(-4.97399218345454e-003dB,-1.15364379408208e-002°)
7.79830110523180e+002	(-4.97399299615064e-003dB,-1.15630321761240e-002°)
